Average of viollevel,,Column Labels,,,,,
Row Labels,neighborhood,2015,2016,2017,2018,2019,Grand Total
Somerset Cafe,BOSTON,0,1,1,1.25,,1.142857143
MODEL CAFE,ALLSTON,1,1,1,1.333333333,,1.142857143
MIKES DONUT SHOP,JAMAICA PLAIN,1,1.193548387,1,1,,1.142857143
Pizza E.T.C.,BRIGHTON,0,1,1,1.8,1,1.142857143
Million Market,EAST BOSTON,1.2,0.888888889,1.5,0,,1.142857143
MARINER'S HOUSE,BOSTON,1.2,0,0,2,,1.142857143
Fidelity Cafe,BOSTON,1,0,2,0,,1.142857143
Flame Cafe,BOSTON,1.8,1,1,1,1,1.142857143
Beantown Pastrami,BOSTON,1,0.666666667,0,1.714285714,,1.142857143
Cambio Latino,EAST BOSTON,2,0,0,0,,1.142857143
Clyde's Cupcakes,BOSTON,,,0,1.6,,1.142857143
Alumni 1,BRIGHTON,2,0,0,0,,1.142857143
Crazy Dough Pizza,BOSTON,1.5,0,0,0.666666667,1.666666667,1.142857143
Allston Convenience Store,ALLSTON,0,0,2,1,,1.142857143
Crown Fried Chicken,ROXBURY,,,,1.142857143,,1.142857143
Concession Kitchen South Side,BRIGHTON,0,0,2,0,,1.142857143
Bijou Night Club,BOSTON,0,1.043478261,,2,,1.142857143
SAME OLD PLACE INC.,JAMAICA PLAIN,1.275862069,1.117647059,1,1.222222222,,1.141843972
Grille 705,BOSTON,1.25,1.055555556,1.083333333,1.230769231,1.2,1.140350877
China Pearl Restaurant,BOSTON,1.307692308,1.111111111,0.625,1.142857143,,1.140350877
KO Catering and Pies,EAST BOSTON,1,1.230769231,1,1,2,1.14
Nahita,BOSTON,1.208333333,0,1,1,,1.137931034
MORGAN MEMORIAL CAFETERIA,ROXBURY,1.12,1.181818182,1.4,0.75,0,1.137254902
La Abundancia Bakery  Corporation,EAST BOSTON,1.166666667,1.142857143,1.166666667,0,,1.137254902
JOHN B. HYNES VET. MEM. CTR.,BOSTON,0.5,0.666666667,1.714285714,1.208333333,1,1.136363636
BFresh,ALLSTON,1.19047619,0.888888889,1.428571429,0,1.4,1.136363636
Porto,BOSTON,,1,1.555555556,1,,1.135135135
CAFE QUATTRO,ROXBURY,1,1.125,1.25,0.5,1,1.135135135
Los Amigos,BRIGHTON,,1.4,1,1,,1.133333333
20TH CENTRY BOWLING LANES,HYDE PARK,1.666666667,0,0,1,,1.133333333
MCGANN'S BOSTON,BOSTON,0,1.2,1,1.285714286,1,1.132075472
Wagamama,BOSTON,1.235294118,1.285714286,1.1875,0.977272727,,1.12962963
Dunkin Donuts (V.F.W. Pkwy.),WEST ROXBURY,0.75,1,1.285714286,1.222222222,1,1.12962963
Stony Brook Wines & Spirits,JAMAICA PLAIN,1,1,1,1,1.285714286,1.129032258
BOSTON COLLEGE WALSH HALL,BRIGHTON,1.230769231,1.333333333,1,0,0,1.129032258
Nick's Pizza and Seafood,DORCHESTER,1.111111111,1,1,1.333333333,,1.128205128
PURPLE CACTUS,JAMAICA PLAIN,0.857142857,1.2,0,1.4,,1.128205128
NEW ENGLAND BAPTIST,ROXBURY,1,0,0,1.225,,1.127659574
Warren Market,ROXBURY,1,0.5,0.5,3,,1.125
Sal's Pizza/Bakery,BOSTON,1.5,1,0,0.666666667,,1.125
Savenor's Market,BOSTON,1.2,1,1,1,,1.125
Pepper Palace,BOSTON,2,1,0,0,,1.125
Harp & Bard,DORCHESTER,1,1.235294118,1.142857143,1.071428571,,1.125
LA SUMMA,BOSTON,1.285714286,1,,1,,1.125
HOLLYWOOD LIQUORS,MISSION HILL,1,0,0,3,,1.125
CO7,BOSTON,0.666666667,1,1.6,1,,1.125
Crescent Ridge Dairy,BOSTON,1,1,0,1.6,,1.125
Au Bon Pain Store 511,BOSTON,0,1.75,1,0,0,1.125
Al Prime Energy,DORCHESTER,0,2,1,0,,1.125
Mama's Place,MISSION HILL,1,1,1,1.142857143,1.5,1.12244898
CVS No. 1049,HYDE PARK,0.888888889,1.75,1,1,,1.12195122
NAVY YARD BISTRO & WINE BAR,CHARLESTOWN,1,1.153846154,,1,,1.121212121
J. P. SEAFOOD CAFE INC.,JAMAICA PLAIN,1.285714286,1,1,1,,1.121212121
ALFREDO'S,ALLSTON,1,1,1,1.363636364,1,1.121212121
Petro Plus Super Station,MATTAPAN,1,1.142857143,1.111111111,1.173913043,,1.120481928
Old Colony Wine,SOUTH BOSTON,0,1.307692308,1,1,,1.12
PGA Tour Grill,EAST BOSTON,1,0,1.333333333,0,1,1.12
Cold Stone Creamery,BOSTON,0.8,0.666666667,1.25,1.111111111,,1.12
CAPTAIN NEMO'S,JAMAICA PLAIN,1,1.195121951,1,1.095238095,1.153846154,1.11965812
Lucca Back Bay,BOSTON,1,1.333333333,1,1,,1.117647059
Uphams House of Pizza,DORCHESTER,,,0.944444444,1.19047619,,1.116666667
The Hopewell Bar & Kitchen,ALLSTON,0,1,1,1.375,,1.11627907
TRESCA,BOSTON,1.166666667,0,,1,,1.115384615
The Baupost Group/Cafe Services,BOSTON,0.5,2,0.5,0,,1.111111111
STARBUCKS COFFEE CO.,BOSTON,0.5,1,1.28,0.941176471,1.230769231,1.111111111
Sip Wine Bar & Kitchen,BOSTON,,0,0,1.666666667,0,1.111111111
Spring House,ROSLINDALE,1.333333333,1,1.111111111,1.125,,1.111111111
New Market Sq. Cafe,ROXBURY,,0.888888889,1.428571429,1,,1.111111111
NEW SAIGON SANDWICH INC.,BOSTON,2,1,0,0,,1.111111111
East Boston Variety,EAST BOSTON,0,1,0.5,3,,1.111111111
Cosi,BOSTON,0.833333333,1.727272727,0.923076923,0.933333333,,1.111111111
Bill's Bar,BOSTON,0,0.666666667,2,0,,1.111111111
Stop and Taste Pizza Grill,ROXBURY,,,1.153846154,1,,1.108108108
Delfino Restaurant,ROSLINDALE,1,1,1.2,1.125,,1.108108108
Walgreen's No.  09538,ROXBURY,1,1.181818182,1,1,1.2,1.107142857
CALDERON MARKET,EAST BOSTON,1.181818182,1,1,0,,1.107142857
SUSHI BY JAY,MISSION HILL,0,0,0,1.615384615,,1.105263158
NEW MEAT MARKET,BOSTON,1.1,1,1,1,1.333333333,1.105263158
Fireside Tavern,JAMAICA PLAIN,1,1,1,1.166666667,,1.105263158
Ell-Bern Service Corp.,ROXBURY,1.25,1,0,0,,1.105263158
Clover,BOSTON,,1.230769231,0.777777778,1.266666667,0,1.105263158
CVS/Pharmacy No.  619,EAST BOSTON,1.25,1,0,0,,1.105263158
Ashmont Convenience Store,DORCHESTER,1,1,1.333333333,0.666666667,,1.103448276
ARCHIE'S NEW YORK DELI,BOSTON,1,1,1.3,1,1,1.103448276
New York Fried Chicken,DORCHESTER,1.133333333,1.333333333,0.5,0,,1.102564103
Dates & Olives,BRIGHTON,0,1.75,1,1,1,1.102040816
Yard House,BOSTON,0.941176471,0.666666667,1.222222222,1.2,1,1.1
THE WESTIN COPLEY-BAR 10,BOSTON,1.142857143,0.666666667,1.571428571,0,1,1.1
GOOD EATS PIZZA,MISSION HILL,,1.055555556,1.3,1,0,1.1
FAJITAS & RITAS INC.,BOSTON,,1.5,1,0.8,,1.1
Corner Store,BOSTON,1,1.3,1,1,1,1.1
Daddy's Bonetown Burgers,BOSTON,1,0,0,1.428571429,,1.1
Simmons College-Bartol,BOSTON,1.272727273,1,1,1,,1.096774194
Yellowbird Chicken,WEST ROXBURY,,1.083333333,1.1875,1.045454545,1.076923077,1.095238095
Dunkin Donuts (Canal St.),BOSTON,1,1.5,0.857142857,1,0,1.095238095
Falafel King I I I,BOSTON,0,1,1.428571429,1,1,1.095238095
Papa Razzi Trattoria Bar,BOSTON,0,1,1.166666667,1.181818182,,1.09375
Dollar Tree Store No. 3456,BRIGHTON,1.2,1.333333333,1,1,,1.09375
Stop & Shop Supermarket No. 075,JAMAICA PLAIN,1.090909091,1.045454545,1,1.181818182,,1.091743119
VERC NEPONSET GULF,DORCHESTER,1,1,1.285714286,0.666666667,,1.090909091
Smoke Shop & Variety,JAMAICA PLAIN,0.666666667,1.666666667,0,0,,1.090909091
Starbucks Coffee No.  7535,BOSTON,0,1.333333333,1.25,0.857142857,,1.090909091
Tunnel,BOSTON,1.5,0,,1,,1.090909091
Rhetts West,BOSTON,2,1,0.75,0,,1.090909091
OASIS GUEST HOUSE,BOSTON,0,0,2.4,0,0,1.090909091
LICKS CAFE,BOSTON,0,3,0,0,0,1.090909091
Dunkin' Donuts(C.A. Donuts),WEST ROXBURY,1,1,1,1.25,,1.090909091
Dining Hall @Emerson,BOSTON,,,,1.090909091,,1.090909091
Jimmie's Cafe,BOSTON,,,,1,1.2,1.090909091
BM6: BON ME LILAC,BOSTON,,0,1.5,0,,1.090909091
Boston Olive Oil Co.,BOSTON,0.857142857,3,0,0,,1.090909091
BK's Pub,ROSLINDALE,0,0.875,1.833333333,1,,1.090909091
Top Groceries,ROSLINDALE,1,1.285714286,1,1,,1.088888889
Winsor DimSum Cafe,BOSTON,1,0.888888889,1.5,1.153846154,,1.086206897
GALLERIA UMBERTO,BOSTON,1.090909091,1.4,0,0.5,,1.086206897
Speedway No. 2430,DORCHESTER,0,1.25,1,1,,1.083333333
ODYSSEY CRUISES,BOSTON,1,,1.333333333,1,,1.083333333
CARVER DEN,DORCHESTER,1,0,1.333333333,0,,1.083333333
Chama's Mart Inc.,DORCHESTER,1.285714286,1,0.666666667,1,,1.083333333
Carniceria Y Legumbreria 1A Market,EAST BOSTON,1.125,0,1,1,,1.081632653
Hills Deli,JAMAICA PLAIN,1,1.0625,1,1.266666667,,1.081081081
Laughing Monk Cafe,BOSTON,,,1,1.173913043,1,1.08
MORGAN VARIETY,JAMAICA PLAIN,1,1,1.333333333,0.5,,1.076923077
Juicy Spot,BOSTON,,,1.166666667,0,,1.076923077
DUNKIN DONUTS/FIRST DONUTS INC,BOSTON,1.5,1.266666667,0,0.333333333,1,1.076923077
Dollar General Store No. 19113,HYDE PARK,,,0,1.166666667,,1.076923077
B.U. PUB,BOSTON,1.6,1,0,0,,1.076923077
Pauli's,BOSTON,1.1875,1,0,0.75,,1.075
Asia Wok,ALLSTON,1.222222222,1,1,1.058823529,,1.075
DUNKIN DONUTS',BOSTON,0.833333333,1.684210526,0.75,1,,1.123287671
,ROXBURY,1,0,0,1.133333333,,0.904761905
HAPPY LIQUORS INC. II,MATTAPAN,0,1.111111111,1.666666667,1,,1.074074074
TGI Fridays,MISSION HILL,,1.108695652,1,1,,1.073529412
Quick Pick Convenience,MISSION HILL,1.666666667,1,1,1,0,1.073170732
CVS/Pharmacy No.  7530,BOSTON,0.909090909,1,1,1.666666667,,1.073170732
DENO'S SUBS & PIZZA,WEST ROXBURY,0,1.055555556,1.055555556,1.115384615,,1.072
Starbucks Coffee No. 7550,BOSTON,1.75,0.5,0,0,,1.071428571
Vine & Barley,EAST BOSTON,1.428571429,1,0.666666667,0,,1.071428571
Marty's Big Buy,ALLSTON,0,0,0,1.363636364,,1.071428571
Kentucky Fried Chicken,DORCHESTER,1,1.277777778,1.048780488,1,1,1.094488189
,ROSLINDALE,1,1.1,0,1,,0.974358974
,WEST ROXBURY,1,1.181818182,1.153846154,1,,1.078947368
Oishii Boston,BOSTON,1.409090909,0,0,0,,1.068965517
Kelleher's Bar and Grille,ROSLINDALE,1,1.076923077,1.071428571,1.076923077,,1.068181818
George Howell Coffee,BOSTON,,1.454545455,0,0,0,1.066666667
Dunkin Donuts @ Stop & Shop,DORCHESTER,0,0.5,0.5,1.4,,1.066666667
Intercontinental Boston - Sushi Teq,BOSTON,0,0,1.666666667,0.857142857,,1.066666667
Burger King No.  3483,WEST ROXBURY,1,1,1,1.6,1,1.066666667
THE BANSHEE,DORCHESTER,1,1.153846154,1.076923077,1,,1.065934066
Walgreens No.  07189,ROXBURY,1.178571429,1,1,1,,1.064935065
Pu Pu Restaurant,WEST ROXBURY,,,,1,1.142857143,1.064516129
NINE ZERO HOTEL,BOSTON,,1.2,1,1,,1.0625
Mary Ann's Monday Morning  Inc.,BRIGHTON,1,1,0,1.25,,1.0625
A & N PIZZA,WEST ROXBURY,0,1,0.909090909,1.230769231,1.125,1.061728395
LA TERRAZA RESTAURANT,EAST BOSTON,1,1,1.25,1,,1.061538462
CVS/Pharmacy No. 2070,JAMAICA PLAIN,1,1,1.111111111,1.142857143,,1.060606061
Dunkin Donuts at Old Colony,SOUTH BOSTON,1,1,1,1.333333333,0,1.06
CLINTON MARKET,ROSLINDALE,1.142857143,1.166666667,0,1,,1.06
Wendy's (Logan Airport T-A),EAST BOSTON,1,1,1,1.2,,1.058823529
Maryann's Breakfast & Lunch,WEST ROXBURY,0,1.444444444,1,1,0,1.058823529
EMC Inseat,BOSTON,2,1.2,0,0.857142857,,1.058823529
Kingston Grill & Bar,BOSTON,,0,1,1.166666667,,1.058823529
Eurest Dining Services@Mass Biologic Cafe,MATTAPAN,1.2,0,2,0,,1.058823529
Community Workshop Inc.,BOSTON,1,0.5,0,1.111111111,1.166666667,1.058823529
Allston Market,ALLSTON,1,0.75,1,1.428571429,0,1.058823529
SULLY'S PUB,CHARLESTOWN,1.625,0,0,1.2,0,1.055555556
PS Coffee,ROSLINDALE,,0,0.666666667,1.307692308,,1.055555556
Great Scott,ALLSTON,0,1,1,1.2,,1.055555556
Temazcal Cantina,SOUTH BOSTON,,0.5,0.833333333,1.4,0,1.052631579
BBQ Chicken,BOSTON,,,1,1.076923077,,1.051282051
Shuck Truck LLC,BOSTON,,0,1.125,1,,1.05
Dunkin Donuts North Station,BOSTON,0,1.285714286,1.333333333,0,0,1.05
Shaw's Supermarkets No. 1208,EAST BOSTON,1,1.25,1.1,1,,1.048780488
MISONO RESTAURANT,CHESTNUT HILL,1.2,1,1,1.045454545,,1.048387097
DUNKIN DONUTS(FRANKLIN),BOSTON,0.5,1,1.666666667,0.888888889,0,1.047619048
Kava Neo Taverna,ROXBURY,,0,,1.1,,1.047619048
BUKOWSKI,BOSTON,1,1.4,0,0.75,,1.047619048
CRISPY CREPES CAFE,BOSTON,,0,1,1.111111111,,1.047619048
Casa Verde,JAMAICA PLAIN,,1.076923077,1,1.058823529,,1.046153846
Cava,BOSTON,,,,0.666666667,1.307692308,1.045454545
Stop & Shop No. 412,MISSION HILL,1.133333333,1,1,1.04,,1.044776119
MOONSHINE 152,SOUTH BOSTON,0.714285714,1,1,1.285714286,,1.044444444
West Napoli Pizza,WEST ROXBURY,1,1.076923077,1,1.043478261,,1.043956044
Vee Vee,JAMAICA PLAIN,1.111111111,1,1,1,,1.043478261
CHECKMATE CAFE,ROSLINDALE,0,1,1,1.058823529,1.2,1.04109589
Del Frisco's Double eagle Steak House,BOSTON,,,,0.909090909,1.142857143,1.04
Los Antojitos Restaurant,WEST ROXBURY,1,1,1,1,1.285714286,1.038461538
La Bendicion Market,EAST BOSTON,1,1,1.25,0,,1.038461538
Walgreens No. 06805,DORCHESTER,1,1.086956522,1,1,,1.037037037
CVS No. 1265,EAST BOSTON,1.130434783,1,0,0,,1.035714286
COURTYARD MARRIOTT COPLEY,BOSTON,0.909090909,0,1.8,1,,1.035714286
State Room,BOSTON,0,0.75,1.315789474,0,,1.033333333
49 Social,BOSTON,1.08,1,1,0,,1.033333333
DOGWOOD CAFE,JAMAICA PLAIN,1,1.095238095,1,0.5,,1.03125
Fromage,SOUTH BOSTON,1,1.2,0,1,,1.025
CVS No. 1264,JAMAICA PLAIN,1.074074074,1,0,1,,1.024390244
STASH'S ROSLINDALE,ROSLINDALE,1,1,1.083333333,1,1,1.022222222
CVS/PHARMACY No. 2592,DORCHESTER,1.08,1,1,1,,1.021978022
Starbucks Coffee,ALLSTON,,,,0,,0
,BOSTON,0.2,0.866666667,0.897435897,1.2,1.210526316,1.03125
,BRIGHTON,0.5,0,0.5,1,1,0.826086957
,EAST BOSTON,1,0.875,1.8,0.666666667,,1.117647059
,SOUTH BOSTON,,0,1,0,3,1.4
THE BELVEDERE CONDOMINIUM,BOSTON,0.666666667,0,0.666666667,1.25,,1
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,JAMAICA PLAIN,1.857142857,0,0,0,,1
Taxipool Cafeteria,EAST BOSTON,,,,1,,1
Sullivan's Tap,BOSTON,,,,1,1,1
Starbucks Coffee No.  7234,BOSTON,1,1.6,0,0.888888889,,1
Stop N Save Shell,BOSTON,,,,,1,1
Social Register,BOSTON,,,1,1,,1
Sodexo @ PTC,BOSTON,,,,,1,1
Y5,BOSTON,2,0.666666667,0.8,0,,1
Shawarma Falafel,BOSTON,1,1,1,1,1,1
The Chef Grill,BOSTON,,,,1,,1
The Cookie Monstah No. 5 Social Monstah,BOSTON,,,,1,,1
Sk Convenience,BOSTON,,,,1,,1
THE SALTY DOG,BOSTON,0,1,0,1.25,,1
Wings Live Poultry,BOSTON,1.666666667,0,0,0,,1
TRUFFLES-FINE CONFECTIONS,BOSTON,1,0.5,0,1.333333333,,1
Tawakal Halal Cafe,EAST BOSTON,,,,1,1,1
Spring Shabu-Shabu,BRIGHTON,,,1,1,,1
South St. Diner,BOSTON,1.666666667,0,0.8,0,1,1
Stand No. 705,BOSTON,0,0,1,2,,1
T D Garden Banner Restaurant,BOSTON,0,0.882352941,1.6,1,,1
Walgreens,BOSTON,1,1,2,0,,1
Tremonte Restaurant,BOSTON,,,,1,,1
The Frogmore,JAMAICA PLAIN,1,,1,1,,1
Union Park Pizza,ROXBURY,,,,1,1,1
Westin Copley Place Ingredients,BOSTON,0,0,1,1.8,1,1
Yessenias Market,JAMAICA PLAIN,1.142857143,1,1,1,0,1
The Cookie Monstah No. 4 Lil' Monstah,BOSTON,,,,1,,1
Three Fins Coffee Roasters,BOSTON,,,,,1,1
THE CHARLES PLAYHOUSE,BOSTON,1.333333333,0,,0,,1
STARBUCKS COFFEE No.  864,BOSTON,0.5,0.75,1.1875,0.5,,1
The Restaurant @ Boston Athletic Club,BOSTON,1.25,0,0,0,,1
Trillium at Farnsworth,BOSTON,,,,1,,1
Stand No. 715,BOSTON,0,1.666666667,0,0,,1
WALGREEN'S No.  4072,ROXBURY,1,1,1,1,,1
Sama x Edena,BOSTON,,,,1,,1
Lucca North End,BOSTON,1.142857143,0,,0,,1
Repent African International Store,DORCHESTER,,1,1,1,,1
LEGAL SEAFOOD,BOSTON,1.125,0.8,1,0.75,1,1
Our Zone,BOSTON,,,,1,,1
Ray & Joan Krok Community Center,DORCHESTER,1,1.333333333,0.5,0.857142857,,1
MIDA Restaurant,BOSTON,,1,1,1,,1
Roseley Market,DORCHESTER,1,1,1,1,,1
Pleasant Cafe,ROSLINDALE,1,1,1,1,,1
Pueblo Viejo's Cafe,BOSTON,,,,1,1,1
Royal African Caribbean Supermarket,BOSTON,,,,1,,1
McCrea's Candies,HYDE PARK,,1,1,1,,1
Mighty Love Food,BOSTON,,,,1,,1
Minibar,BOSTON,1,1,1,1,,1
LTK Bar and Kitchen and Legal Test Kitchen,BOSTON,0,0.6,0.75,1.4,,1
Lime Red Tea House,BOSTON,,,1,1,,1
Ogawa Coffee,BOSTON,0,1,1.2,1,,1
Rite Aid No. 10157,HYDE PARK,,,,1,,1
M/V MAJESTY,BOSTON,,1,,1,,1
Outlook Kitchen & Bar (Envoy 1St. Fl),BOSTON,,,1,1,,1
NEW STORE ON THE BLOCK,DORCHESTER,0.857142857,1.125,1,0,,1
LA CHIVA RESTAURANT,EAST BOSTON,,,,,1,1
Insomnia Cookies,BOSTON,1,1,1,1,,1
JAQUELIN GROCERY STORE,EAST BOSTON,1.307692308,0,0,0,,1
JP. Caribbean Market,DORCHESTER,,,,1,,1
Harborview Cafe,BOSTON,,,,,1,1
Dumpling Kingdom,ALLSTON,,,,,1,1
El Triunfo Restaurant / Ali Baba,ROXBURY,,0,0,0,3,1
Finesse Pastries,BOSTON,,0,0,1.6,,1
Jhade Supermarket,DORCHESTER,,,,,1,1
Deuxave,BOSTON,1,1,,1,,1
International Coffee and Smoothie,BRIGHTON,,,,1,1,1
Happy Lamb Mongolian Hot Pot,BOSTON,,,,1,1,1
Kane's Donuts,BOSTON,0,0.888888889,2,0.857142857,,1
Hyatt Regency Boston,BOSTON,1.5,1.142857143,0,0,,1
Kappy's Liquors,EAST BOSTON,1.142857143,1,0,0,,1
First Choice Mkt.,DORCHESTER,,,,1,,1
Grove Hall Pizza,DORCHESTER,,,,,1,1
Family Dollar Stores of Ma No.  8505,DORCHESTER,1,1,1,1,,1
E Shan Tang Herbs Inc.,ALLSTON,0,2,1,0,,1
Jerk Restaurant,DORCHESTER,,,0.923076923,1.125,,1
Khadija's  Express Cafe,ROXBURY,,,,1,,1
Greek Village Gyros and Grill,BRIGHTON,,,,1,,1
Guckenheimer/Wellington Management(31st Fl),BOSTON,0,2,0,0,0,1
LAS PALMAS MARKET,EAST BOSTON,1.666666667,0,0,0,,1
J. J. DONOVAN INC.,BOSTON,0,0,0.5,1.428571429,1,1
Fort Point Market,BOSTON,1,1,1,1,,1
DUNKIN/DONUT/WATERMARK,BOSTON,0,0,0,1.6,,1
General Nutrition Center,BOSTON,0,0,0,0,3,1
Fields Corner Store,DORCHESTER,,1,1,1,,1
Gillette Cafeteria,SOUTH BOSTON,1,1.4,0.5,0,,1
Express Gas Morrissey Blvd,DORCHESTER,0,1,1.142857143,0,,1
Blue Asia Cafe,ALLSTON,0,0,1,1.25,,1
Blaze Fast Fired Pizza,BOSTON,,0,0,1.166666667,1,1
Brick House Pizza & Grille,BRIGHTON,,,,1,,1
Cummins Mini Mart,BOSTON,,,,1,,1
Andalus Pizza & Cafe,BRIGHTON,1,1.5,1,0,0,1
Auntie Anne's (Trmnl A  Gate A 18),EAST BOSTON,0,0,2,0,,1
C V S/Pharmacy No.  8988,BOSTON,,0,2,0,,1
A7 Food Store,BOSTON,,,,1,,1
AFC Sushi @Star Market No. 2576,BOSTON,1,0,0,0,1.6,1
City Bar/M. J. O'Connor's,BOSTON,1,1,1,1,,1
Bermudez Market,EAST BOSTON,,,,1,,1
CVS No. 720,DORCHESTER,1,1,1,1,,1
CVS No. 11036,DORCHESTER,,,,1,,1
CVS Pharmacy No. 1031,ROSLINDALE,1,1,1,1,,1
CVS No. 11082,ROXBURY,,,,1,,1
Boston Symphony Orchestra,BOSTON,0.5,1,1,1.083333333,,1
CVS No. 117,WEST ROXBURY,1,1.2,0,1,,1
CVS/Pharmacy No. 1889,BRIGHTON,1,1,1,1,,1
CVS No. 1259,BOSTON,1,1,1,1,,1
Coffee Break Cafe,HYDE PARK,,,,1,1,1
Blue Hill House of Pizza,ROXBURY,,,,1,,1
Burro Bar,ROXBURY,,,,1,,1
CORRIB PUB AND RESTAURANT,WEST ROXBURY,1,1,1,1,,1
7 Pond Coffee Bar,JAMAICA PLAIN,0,0.666666667,0,1.4,,1
CVS No. 471,DORCHESTER,1,1,1,1,,1
Anna Hand Cut Donuts,WEST ROXBURY,1,1,1,1,,1
Avana Express Bar,BOSTON,0.888888889,0,0,1.666666667,,1
AAA GROCERY,DORCHESTER,,,1,1,,1
El Recreo Coffee & Roastene,WEST ROXBURY,1.428571429,0.933333333,0.5,0,1,0.97826087
J P House of Pizza,JAMAICA PLAIN,1,1,0.909090909,1,,0.977272727
LAS PALMAS RESTAURANT,ROSLINDALE,,0,1,1,,0.972972973
New England Center For Arts & Technology,ROXBURY,1.176470588,1,0,0,,0.971428571
Blanchard Liquors,JAMAICA PLAIN,1,1,0,1,,0.971428571
Local 338 Bagels & Coffee,WEST ROXBURY,,,0,1,1,0.970588235
CVS/PHARMACY No. 1258,BOSTON,0,1,1,1,,0.970588235
Cummins Highway Sunoco Inc.,MATTAPAN,0,1,1,1,,0.96969697
Westin Hotel,BOSTON,0.75,1.066666667,1.142857143,0.333333333,1,0.96875
Chestnut Park at Cleveland Circle,BRIGHTON,1,1,1,0.5,,0.965517241
CVS No.  2282,DORCHESTER,0.5,1,1,1,,0.962264151
Delicias Colombianas 2,HYDE PARK,,,0.75,1,,0.961538462
GENE'S CHINESE FLATBREAD CAFE,BOSTON,,1,0.9375,1,,0.96
Friendly's,EAST BOSTON,0,1,1,1,,0.958333333
CO3/BO3/YO3,BOSTON,1,1.2,0,1,,0.958333333
Chicken and Rice Guys,BOSTON,1,1.333333333,0.727272727,0.941176471,1,0.957446809
Walgreens No. 02933,BOSTON,0.666666667,1,1,1,,0.954545455
Syrian Grocery Import Co.  Inc.,BOSTON,,,0.947368421,1,,0.95
CVS/PHARMACY No. 1009,CHARLESTOWN,1.086956522,0.5,0.888888889,0,,0.945945946
Espresso Yourself,JAMAICA PLAIN,,,0.5,1,1,0.944444444
CVS/Pharmacy No.  8972,BOSTON,1,1,0,1,,0.944444444
Sheesha Lounge,BOSTON,0.8,1,1,1,,0.941176471
Savin Hill Yacht Club,DORCHESTER,0,1.142857143,1,0.5,,0.941176471
Dollar Tree,WEST ROXBURY,0,0,0,1.142857143,,0.941176471
Sulmona Meat Market,BOSTON,1,1,1,0,,0.9375
Johnny's Takeaway,WEST ROXBURY,,,,0.5,1,0.9375
Dunkin Donuts (1447 Tremont St.),MISSION HILL,0.5,0.75,0.5,1.25,,0.9375
CVS/PHARMACY No. 2283,DORCHESTER,0.666666667,1,1,0.857142857,,0.935483871
Morton's of Chicago,BOSTON,0,1,0.5,1,,0.933333333
Tiger Mama,BOSTON,0,1,,1,,0.928571429
The Ginger Man,BOSTON,,0,1,1,,0.928571429
Lee's Supermarket,BRIGHTON,1,1,1,1,0,0.928571429
Lani's Pizza,MATTAPAN,,0.888888889,0.8,1,,0.928571429
CVS No.  1217,BOSTON,1,1,1,0,,0.925925926
Suffolk Downs-Legends Turf Club,EAST BOSTON,0,1.2,0,0,,0.923076923
Slush King,EAST BOSTON,1,1,1,0,,0.923076923
Starbucks@Boston Childrens(Sodexo),BOSTON,0,0,0,1.714285714,0,0.923076923
Liquor 4,BOSTON,2,0.857142857,0,0,,0.923076923
J.R.'S HIDEAWAY,ROXBURY,1,0.666666667,0,1.333333333,,0.923076923
EMC CLUB,BOSTON,1,0.8,0.666666667,1,,0.923076923
Marriott/Copley Connexion Lounge,BOSTON,0,1.5,0.857142857,0,1,0.92
Legal Sea Foods (B Connector),EAST BOSTON,1,1,1,0,,0.916666667
Sportello,BOSTON,1,0.666666667,0,1,,0.913043478
Luke's Lobster,BOSTON,0,0,1.071428571,0.857142857,1.25,0.911764706
Starbucks Coffee No.  830,BOSTON,0,1,1,1,,0.909090909
T D Garden Premium Club,BOSTON,0,1.055555556,0.5,0,,0.909090909
Walgreens No.  15001,HYDE PARK,0,1,1,1,,0.909090909
Walgreens No.  15468,BOSTON,,0,1,1,,0.909090909
Morning Star Baptist Church,MATTAPAN,1,1.333333333,0,0,,0.909090909
NEIGHBORHOOD CONVENIENCE,HYDE PARK,1,1,0.75,1,,0.909090909
Integrated Sciences Complex Cafe,DORCHESTER,0,0,1.8,0.5,,0.909090909
CVS Pharmacy No. 1206,BOSTON,1,1,1,0,,0.909090909
CVS/Pharmacy No. 1900,BOSTON,1,1,0,1,,0.909090909
The Inn @ St. Botolph,BOSTON,0.727272727,0.923076923,0,1.6,,0.903225806
STARBUCKS COFFEE KIOSK,BOSTON,0,0,1.6,0.5,,0.9
W & A Again,BOSTON,1,1,1,1,0,0.9
San Fransisco De Asis Market,EAST BOSTON,1,0,0,0,2.333333333,0.9
GOLDEN LEAF RESTAURANT,BOSTON,1.125,0,0,0,,0.9
Fresh Life Cafe @ Tuft's Medical Ctr.,BOSTON,2,0,0,0.5,,0.9
ABIGAIL'S TEA ROOM @CONGRESS BRIDGE,BOSTON,1,0,1,1,,0.9
Kimmy Pharmacy,DORCHESTER,1,1,0.666666667,0.909090909,,0.894736842
Drink,BOSTON,1,0,0,1,,0.894736842
Walgreens No. 11797,ALLSTON,1,1,0,1,,0.888888889
Starbucks Coffee No. 50497,DORCHESTER,,,,1,0,0.888888889
